Date,HomeTeam,AwayTeam,Home_Spec_Goals_Pro,Away_Spec_Goals_Pro,Home_Gen_Goals_Pro,Away_Gen_Goals_Pro,Home_Spec_HT_Goals_Pro,Away_Spec_HT_Goals_Pro,Home_Gen_HT_Goals_Pro,Away_Gen_HT_Goals_Pro,Home_Spec_HT_Goals_Against,Away_Spec_HT_Goals_Against,Home_Gen_HT_Goals_Against,Away_Gen_HT_Goals_Against,Home_Spec_Goals_Suffered,Away_Spec_Goals_Suffered,Home_Gen_Goals_Suffered,Away_Gen_Goals_Suffered,Home_Spec_Corners_Pro,Away_Spec_Corners_Pro,Home_Gen_Corners_Pro,Away_Gen_Corners_Pro,Home_Spec_Corners_Against,Away_Spec_Corners_Against,Home_Gen_Corners_Against,Away_Gen_Corners_Against,Home_Spec_Fouls_Pro,Away_Spec_Fouls_Pro,Home_Gen_Fouls_Pro,Away_Gen_Fouls_Pro,Home_Spec_Fouls_Against,Away_Spec_Fouls_Against,Home_Gen_Fouls_Against,Away_Gen_Fouls_Against,Home_Spec_Offsides_Pro,Away_Spec_Offsides_Pro,Home_Gen_Offsides_Pro,Away_Gen_Offsides_Pro,Home_Spec_Offsides_Against,Away_Spec_Offsides_Against,Home_Gen_Offsides_Against,Away_Gen_Offsides_Against,Home_Spec_Yellows_Pro,Away_Spec_Yellows_Pro,Home_Gen_Yellows_Pro,Away_Gen_Yellows_Pro,Home_Spec_Yellows_Against,Away_Spec_Yellows_Against,Home_Gen_Yellows_Against,Away_Gen_Yellows_Against,Home_Spec_Reds_Pro,Away_Spec_Reds_Pro,Home_Gen_Reds_Pro,Away_Gen_Reds_Pro,Home_Spec_Reds_Against,Away_Spec_Reds_Against,Home_Gen_Reds_Against,Away_Gen_Reds_Against,Home_Spec_Points,Away_Spec_Points,Target
2000-12-02,Gillingham,Birmingham,1.0,0.6,1.2,1.4,0.4,0.0,0.8,0.4,0.8,0.4,1.0,0.4,1.2,1.0,1.8,1.2,6.2,6.2,5.0,5.8,5.6,4.6,5.8,6.2,9.0,13.0,10.0,13.4,13.4,13.6,12.6,13.6,5.6,3.6,4.2,4.0,4.2,3.8,4.6,5.6,1.0,1.2,1.4,1.0,1.4,1.4,1.4,2.2,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.0,-0.2,0.2,2.0
2000-12-02,Sheffield Weds,QPR,1.8,1.2,1.4,1.4,0.8,0.6,0.4,1.0,0.4,0.8,1.0,1.0,2.0,2.4,1.8,1.8,4.8,4.2,6.4,5.2,6.2,9.4,5.2,8.0,14.6,11.8,13.0,10.8,11.6,12.6,10.2,8.6,1.4,4.4,3.8,4.2,4.8,2.6,2.4,3.2,1.4,1.6,0.8,2.4,1.6,0.6,0.6,1.8,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,0.0
2000-12-02,Burnley,Nott'm Forest,1.6,2.2,1.6,2.4,0.6,1.2,0.4,1.2,0.0,0.2,0.0,0.8,0.2,1.0,0.8,1.0,7.8,5.4,5.6,8.0,3.2,7.8,4.0,4.8,13.6,12.4,14.4,11.6,15.4,7.6,16.4,10.6,5.0,5.6,5.0,3.8,2.8,4.4,2.6,1.2,1.0,1.4,2.0,2.2,3.2,0.8,2.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.0
2000-12-03,Bolton,Watford,2.0,2.2,1.6,1.8,1.0,1.6,0.6,1.2,0.4,0.6,0.2,0.8,1.0,1.8,0.6,2.0,8.2,4.4,7.4,5.2,5.0,6.6,5.6,5.2,11.4,11.0,13.2,9.4,8.4,12.2,8.8,12.4,4.6,3.0,6.6,2.4,10.0,2.6,9.2,3.2,1.0,0.8,2.0,0.6,1.0,1.0,1.2,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.4,0.0
2000-12-05,Crystal Palace,Wimbledon,2.2,2.0,2.8,1.0,1.2,1.0,1.4,0.4,1.0,0.6,0.6,0.4,1.8,1.0,1.6,1.2,9.0,4.8,6.8,5.6,5.6,5.4,6.8,7.2,10.2,13.4,10.2,12.6,14.8,10.2,13.8,12.4,5.8,3.6,5.6,4.0,4.4,4.4,5.0,4.0,0.6,2.2,1.4,2.0,1.4,1.4,2.4,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0
2000-12-09,Blackburn,QPR,1.8,1.4,1.4,1.6,0.8,0.8,0.4,1.0,0.8,1.0,0.8,1.4,1.0,2.8,1.2,2.2,9.0,5.0,5.4,5.6,2.6,8.6,4.0,6.8,15.0,11.6,15.0,10.2,14.2,11.8,13.2,8.6,6.8,4.6,5.4,3.2,3.4,2.4,2.6,2.6,1.6,1.6,1.8,2.2,2.2,0.6,2.4,1.6,0.2,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.2,-0.2,1.0
2000-12-09,Barnsley,Sheffield United,0.8,0.8,0.6,1.4,0.6,0.6,0.4,0.6,0.4,0.6,0.6,0.4,1.0,1.6,1.2,1.0,5.8,5.8,5.6,5.2,6.0,7.2,6.8,6.0,11.4,14.0,10.4,10.0,12.6,13.6,11.8,11.0,2.8,3.8,4.8,3.2,5.6,3.6,6.0,4.0,1.4,1.8,1.6,2.4,1.2,1.4,1.4,2.2,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.4,-0.2,0.4,1.0
2000-12-09,West Brom,Fulham,2.2,1.6,2.0,2.0,1.2,0.4,1.0,0.6,0.4,0.6,0.2,0.6,0.8,1.0,0.6,0.8,5.8,5.8,4.8,5.6,4.4,5.4,4.0,4.8,13.0,12.6,13.4,10.8,12.4,14.0,11.2,15.0,3.6,1.6,2.2,3.2,4.4,1.4,5.0,2.0,2.0,2.0,1.8,1.4,2.4,3.8,2.8,3.2,0.0,0.0,0.0,0.0,0.4,0.2,0.2,0.4,0.8,0.6,2.0
2000-12-09,Tranmere,Grimsby,1.6,0.8,1.2,1.0,0.4,0.2,0.8,0.0,0.6,1.0,0.6,1.2,1.4,2.2,1.6,2.6,6.0,4.0,4.4,4.2,5.4,7.6,6.8,6.0,14.0,11.4,15.2,10.8,13.4,10.4,10.8,10.2,2.6,4.4,2.8,4.4,9.8,4.8,7.0,4.4,1.0,2.2,1.6,2.6,2.2,0.6,0.8,1.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,-0.4,-0.8,0.0
2000-12-09,Sheffield Weds,Stockport,2.6,1.0,2.2,1.4,1.2,0.6,1.0,0.8,0.6,0.2,0.6,0.4,1.8,2.0,1.4,1.8,4.4,3.2,6.0,5.0,5.8,8.8,4.2,8.4,14.4,13.0,12.0,12.0,11.0,8.8,9.4,9.6,1.6,2.8,3.4,3.0,4.4,7.8,2.0,7.4,1.2,2.4,0.2,1.8,1.4,1.0,0.6,1.4,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.2,-0.2,2.0
2000-12-09,Preston,Burnley,1.2,1.4,1.6,1.6,0.4,0.4,1.0,0.2,0.4,0.4,1.0,0.0,0.8,2.2,2.0,0.8,7.4,6.0,3.2,5.4,4.0,4.2,4.0,4.2,12.8,12.8,12.2,12.8,12.0,12.6,10.2,15.6,3.6,5.6,2.6,4.4,2.6,1.4,1.8,2.6,0.8,2.2,1.6,1.8,2.0,1.2,2.0,2.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0
2000-12-09,Birmingham,Wimbledon,2.2,1.4,1.6,1.0,0.6,0.8,0.4,0.6,0.0,0.6,0.4,0.4,0.8,1.6,1.2,1.8,7.4,5.2,5.4,5.8,5.2,6.2,6.4,7.8,11.4,12.6,13.4,11.0,11.6,9.4,12.4,11.0,4.0,5.0,4.2,4.4,4.4,5.6,6.4,4.2,1.6,2.0,1.0,2.4,1.8,1.4,1.4,2.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.4,-0.2,2.0
2000-12-09,Norwich,Gillingham,0.6,1.0,0.6,1.4,0.4,0.6,0.4,1.0,0.2,0.6,0.6,1.0,0.8,1.2,2.2,2.0,4.6,2.6,4.4,5.6,5.4,8.0,6.4,6.2,12.4,11.0,13.8,11.2,15.2,12.6,16.4,13.2,6.4,4.2,5.4,5.2,4.2,4.0,5.2,5.2,1.0,2.0,2.0,1.4,2.0,1.8,1.8,1.4,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.4,-1.0,-0.2,0.0
2000-12-09,Huddersfield,Wolves,0.8,0.8,1.0,1.4,0.0,0.8,0.2,1.0,0.6,1.0,1.2,0.6,1.0,1.4,1.8,1.2,3.8,4.8,5.0,8.4,3.6,6.2,3.8,4.0,9.2,11.0,10.2,10.4,7.2,11.8,10.4,11.2,3.0,3.0,3.6,5.0,2.6,3.2,2.6,3.8,1.4,1.2,2.2,1.6,1.4,2.2,1.6,2.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0
2000-12-09,Crystal Palace,Watford,2.4,1.6,2.6,1.6,0.8,1.2,0.8,1.0,1.0,0.2,0.8,0.8,1.4,1.6,1.6,2.0,9.4,3.8,6.0,4.2,5.0,8.0,6.6,6.8,8.6,11.2,8.8,10.2,13.4,10.4,12.2,12.0,6.2,5.4,6.4,5.8,5.2,2.2,5.8,3.4,0.6,0.8,1.4,1.2,2.0,1.0,2.4,0.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.6,0.0
2000-12-09,Bolton,Crewe,2.0,0.8,1.4,1.2,0.8,0.4,0.4,0.8,0.6,0.4,0.2,0.4,1.0,1.6,0.6,1.4,9.8,3.0,8.4,3.0,3.4,6.0,5.2,3.0,11.2,11.2,12.6,7.2,10.0,9.6,10.2,9.0,4.6,2.8,6.4,2.2,11.8,3.4,11.6,1.6,0.8,2.2,2.0,0.6,1.2,0.4,1.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.2,0.0
2000-12-09,Nott'm Forest,Portsmouth,2.8,1.0,1.8,1.2,1.2,0.4,1.0,0.6,0.6,0.8,0.6,0.6,0.8,1.4,1.0,1.4,6.6,5.4,8.2,4.6,4.6,4.2,5.0,4.8,11.4,14.0,12.2,16.6,10.4,12.6,8.8,13.6,3.0,3.6,3.8,4.0,0.8,3.0,1.4,2.6,2.0,2.4,1.8,2.4,2.4,1.6,1.2,2.2,0.0,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.2,-0.2,0.0
2000-12-13,Nott'm Forest,Huddersfield,2.2,0.4,1.6,1.6,1.0,0.2,0.8,0.2,0.6,0.8,0.4,1.2,0.8,2.0,0.8,1.2,6.8,5.0,7.0,5.6,5.0,3.6,5.2,3.6,10.0,11.0,10.6,9.2,10.4,9.2,8.6,10.6,3.2,3.6,3.2,3.6,1.0,3.0,1.2,2.6,2.0,2.4,1.6,2.0,2.4,2.0,1.6,1.4,0.0,0.2,0.0,0.0,0.6,0.0,0.2,0.0,0.2,0.0,2.0
2000-12-13,Wimbledon,Grimsby,0.8,0.6,1.6,1.0,0.4,0.0,1.0,0.0,1.2,1.0,0.2,0.8,2.0,2.6,1.2,2.2,7.2,4.0,6.2,3.8,5.2,7.8,7.6,6.6,10.6,10.6,11.6,10.0,11.8,9.6,9.6,9.2,5.0,4.6,4.6,5.6,5.2,4.4,4.6,4.2,1.8,2.2,2.0,2.4,1.2,0.2,2.2,1.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,-0.8,1.0
2000-12-16,Wimbledon,Bolton,0.4,1.2,1.6,2.0,0.4,0.0,1.2,1.0,0.8,0.6,0.4,0.4,1.6,1.4,1.4,0.6,7.6,5.8,7.8,8.4,5.6,7.6,6.4,3.8,11.6,12.6,12.6,13.0,12.4,11.2,9.6,10.4,5.2,5.8,5.6,5.4,3.6,7.8,3.6,11.6,1.6,2.2,1.6,1.6,1.0,1.2,1.6,1.4,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.0
2000-12-16,Watford,West Brom,1.6,1.4,0.8,2.0,0.8,1.0,0.6,1.0,0.6,0.4,0.8,0.4,1.2,1.0,2.2,1.0,7.0,5.6,3.4,4.0,3.4,5.2,7.6,5.2,12.0,14.0,8.0,13.4,12.6,13.2,10.6,10.8,3.4,4.6,5.6,2.4,2.8,4.4,3.4,4.8,0.8,1.8,1.4,1.4,1.0,1.6,0.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-1.0,0.6,1.0
2000-12-16,Stockport,Barnsley,1.6,0.6,2.0,0.4,0.8,0.2,1.0,0.2,0.6,0.6,0.8,0.6,2.0,1.2,1.8,0.8,7.8,4.8,6.6,5.0,6.0,5.4,5.8,6.8,9.4,9.8,10.0,10.6,11.8,12.6,8.4,12.6,5.0,5.4,1.8,4.4,5.2,4.2,7.6,6.2,0.8,1.4,1.4,1.6,2.0,0.8,1.2,1.8,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0
2000-12-16,Sheffield United,Sheffield Weds,1.4,1.2,0.8,2.0,0.4,0.2,0.4,1.2,0.4,1.0,0.4,1.0,1.0,1.6,0.6,2.0,5.8,5.8,6.0,5.6,5.4,5.8,5.8,5.0,9.4,11.6,11.8,10.8,12.2,9.0,11.6,10.4,4.2,3.6,3.6,5.0,5.4,2.0,3.0,1.8,2.2,0.6,3.0,0.4,2.6,0.6,1.4,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,-0.2,1.0
2000-12-16,Portsmouth,Huddersfield,1.8,1.0,1.0,2.2,0.8,0.2,0.6,0.2,0.2,0.6,0.6,0.8,1.0,1.6,1.6,1.0,5.8,4.6,5.6,5.4,4.4,4.6,4.4,4.8,17.0,10.6,15.8,8.8,16.4,9.6,12.4,9.4,4.8,3.2,4.2,3.2,3.8,2.6,2.6,3.0,1.6,1.8,2.0,1.2,2.0,1.4,1.4,1.2,0.0,0.2,0.6,0.0,0.2,0.0,0.0,0.0,-0.4,0.4,1.0
2000-12-16,Gillingham,Preston,0.8,1.2,1.0,1.8,0.4,0.6,0.8,0.8,0.8,0.8,1.0,1.0,1.6,1.6,2.0,1.6,6.6,2.8,5.2,4.8,5.2,5.2,7.2,4.4,10.4,12.2,10.6,13.2,13.6,10.0,13.8,10.4,5.2,4.6,4.4,3.4,4.6,2.6,5.6,2.0,1.0,2.4,1.6,1.0,1.4,1.2,2.0,1.6,0.0,0.6,0.2,0.2,0.2,0.0,0.4,0.0,-0.6,0.4,0.0
2000-12-16,Fulham,Tranmere,2.2,1.2,2.0,1.6,0.6,1.0,0.8,0.8,0.4,1.2,0.6,0.6,0.8,2.2,1.0,1.4,5.4,4.6,5.2,6.0,4.0,7.0,4.2,6.8,9.2,15.0,10.6,13.2,17.6,12.2,15.2,10.0,3.4,3.2,3.8,3.0,3.8,5.8,1.8,7.0,1.0,1.4,1.8,1.4,3.2,1.0,2.8,0.8,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0,0.6,0.0,0.0
2000-12-16,Crewe,Crystal Palace,1.0,2.0,1.0,2.2,0.4,1.0,0.6,0.4,0.6,0.6,1.0,0.8,1.2,2.2,2.2,1.4,2.2,4.0,3.0,7.8,2.2,7.6,3.6,4.8,8.2,12.6,8.0,7.2,10.8,13.0,10.4,10.2,1.4,4.0,3.2,5.6,1.0,3.8,2.0,5.2,0.2,2.2,0.6,1.2,1.4,1.8,0.2,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.6,0.6,1.0
2000-12-16,QPR,Nott'm Forest,1.0,1.8,1.4,1.6,0.8,0.8,0.8,0.8,0.6,0.2,1.4,0.2,1.4,1.2,2.0,1.0,5.2,5.4,4.6,6.6,4.6,7.4,7.6,5.0,11.2,12.0,10.6,10.2,9.6,6.8,10.6,8.4,2.8,5.4,3.4,2.6,2.2,3.4,3.4,1.8,2.4,1.2,1.6,0.8,1.6,0.6,1.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,0.2,0.0
2000-12-16,Grimsby,Norwich,1.6,1.0,1.0,0.4,0.2,0.6,0.2,0.2,0.8,0.6,1.0,0.4,1.0,2.0,2.0,1.6,6.0,3.0,3.8,5.6,5.4,7.6,8.4,5.6,11.6,14.4,10.0,14.4,14.0,17.2,10.4,15.8,3.8,4.4,4.6,5.8,2.2,4.4,4.8,5.2,0.8,2.2,1.4,2.4,2.0,1.2,0.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-0.6,0.0
2000-12-17,Burnley,Blackburn,1.4,1.6,1.6,1.0,0.2,0.6,0.2,0.4,0.0,0.4,0.0,0.6,0.0,0.8,1.0,1.0,7.2,4.6,6.4,5.6,3.0,3.4,5.0,2.6,12.2,12.8,12.0,16.6,15.8,11.6,16.8,13.6,3.8,5.8,3.6,5.8,2.4,4.0,3.2,2.6,0.8,1.6,1.2,1.8,2.8,1.6,1.6,2.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,2.0
2000-12-17,Wolves,Birmingham,1.4,1.0,1.2,1.4,0.6,0.0,1.0,0.4,0.8,0.6,0.2,0.8,1.0,0.8,1.2,1.6,8.6,5.6,6.4,5.0,3.8,5.2,5.0,7.4,11.4,12.2,9.8,12.8,12.0,13.0,10.8,12.4,4.0,4.4,4.2,3.6,3.0,4.8,3.4,5.6,1.6,1.2,1.2,1.2,1.6,1.4,2.2,1.2,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.2,2.0
2000-12-22,Crystal Palace,Blackburn,2.6,1.6,1.8,1.0,0.8,0.4,0.2,0.4,0.8,0.4,0.6,0.4,1.2,0.8,1.2,0.6,9.4,5.2,6.0,6.0,5.0,3.4,4.0,2.6,7.0,14.0,8.8,17.0,11.6,12.6,8.6,13.4,5.6,5.4,5.4,6.4,4.4,2.2,4.4,2.2,0.4,1.8,1.2,1.8,2.2,2.0,1.8,2.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.4,0.4,0.2,2.0
2000-12-22,Stockport,Gillingham,1.8,1.0,2.0,1.6,0.8,0.6,0.8,1.0,0.4,0.6,0.6,0.6,1.8,1.4,1.4,1.4,7.8,3.2,4.8,4.4,5.4,8.0,5.0,5.6,9.6,11.8,11.8,11.6,12.0,13.4,10.0,13.6,4.8,4.0,2.0,4.4,5.6,4.4,7.6,5.2,1.2,2.4,1.6,1.6,1.8,2.6,1.0,2.2,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.4,0.4,-0.2,1.0
2000-12-23,Tranmere,Wimbledon,1.6,1.8,1.4,1.2,0.4,1.0,0.8,1.0,0.4,0.2,1.0,0.2,0.8,1.0,2.0,1.4,7.2,5.6,5.2,8.2,4.0,7.2,7.2,5.8,13.8,12.4,14.0,13.2,12.4,9.2,10.6,9.4,3.2,4.8,2.2,5.2,8.4,5.4,7.6,4.4,0.8,1.6,2.2,1.4,1.8,1.8,1.0,1.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,-0.4,-0.4,2.0
2000-12-23,West Brom,Nott'm Forest,2.2,1.0,2.2,1.0,1.0,0.4,0.6,0.4,0.8,0.4,0.8,0.2,1.4,0.8,1.6,1.0,4.6,6.2,4.4,6.2,4.6,6.4,5.6,5.2,12.4,12.0,14.0,10.0,12.6,5.8,11.8,7.6,3.0,4.6,4.4,1.6,5.2,2.6,4.0,1.6,1.4,1.0,1.4,0.8,2.6,0.2,2.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.4,-0.2,0.0
2000-12-23,Watford,Huddersfield,2.2,1.2,1.2,2.2,1.2,0.4,1.0,0.2,0.6,0.6,0.6,0.6,1.8,1.6,2.2,1.0,6.4,4.6,3.8,4.6,4.4,5.4,7.2,5.0,12.4,10.8,10.0,10.0,14.0,10.8,11.6,9.2,2.6,3.4,5.6,3.4,4.4,2.4,4.8,2.2,1.0,1.8,1.4,1.2,1.0,1.6,1.0,1.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.4,2.0
2000-12-23,Sheffield Weds,Wolves,2.8,0.8,1.6,1.2,1.4,0.8,1.0,1.0,0.8,0.8,0.8,0.4,2.2,1.8,1.8,1.2,5.2,4.2,5.2,7.0,5.4,5.4,6.2,5.2,12.8,10.4,10.0,10.2,10.4,11.0,9.4,10.2,3.4,3.2,5.0,3.8,2.6,3.0,1.2,3.0,1.4,1.0,0.8,0.8,1.4,2.0,0.8,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,2.0
2000-12-23,Portsmouth,Sheffield United,1.6,0.4,0.8,0.8,0.6,0.2,0.4,0.2,0.4,0.2,0.6,0.2,1.0,0.8,1.4,0.6,6.0,5.6,6.0,6.6,4.0,6.6,4.2,5.8,17.2,14.6,15.2,11.2,15.4,12.6,11.6,11.8,3.8,4.4,3.6,3.8,3.8,2.8,2.8,3.0,1.8,2.2,2.0,2.2,1.8,1.6,1.6,1.8,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.2,-0.4,0.2,1.0
2000-12-23,Birmingham,QPR,1.4,1.2,1.6,1.2,0.4,0.6,0.6,0.8,0.4,1.0,0.6,1.2,1.4,2.2,1.4,1.6,7.8,4.0,4.8,4.6,6.0,8.6,8.4,6.4,11.2,11.0,12.2,10.0,12.6,12.8,13.2,11.8,3.6,4.8,3.8,2.2,5.0,3.4,4.6,2.8,1.8,1.8,1.2,1.0,1.6,1.0,1.0,1.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,0.6,0.0,1.0
2000-12-23,Preston,Grimsby,1.4,1.0,1.4,1.4,0.4,0.2,0.6,0.4,0.6,1.0,1.2,0.6,1.0,2.2,2.2,1.6,8.4,3.8,3.8,4.6,4.8,8.6,4.4,7.4,14.2,10.0,14.2,10.2,10.8,9.6,12.0,11.2,3.4,4.4,3.4,4.2,2.4,4.6,2.0,5.0,0.8,2.2,1.4,1.4,1.6,0.2,1.2,1.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,2.0
2000-12-23,Norwich,Barnsley,0.8,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.6,0.6,0.2,0.8,1.4,1.6,0.8,6.0,4.6,6.0,4.6,5.0,5.6,5.4,6.0,12.6,11.6,15.4,12.4,15.4,12.8,15.0,12.4,7.0,6.0,5.0,2.2,3.6,4.8,4.8,6.0,1.8,1.6,2.8,1.6,2.2,1.2,1.6,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,-0.6,0.0,1.0
2000-12-23,Crewe,Fulham,1.2,2.2,1.0,2.0,0.6,0.8,0.6,1.0,0.2,0.6,0.8,0.6,0.6,1.2,2.0,1.0,2.0,6.4,2.4,5.4,2.4,5.0,3.2,3.6,8.6,12.0,9.0,10.8,11.2,13.2,11.8,14.8,1.4,2.2,2.8,4.4,1.4,1.6,1.8,1.4,0.4,2.2,0.4,1.8,0.6,3.2,0.2,3.2,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,-0.4,0.6,2.0
2000-12-23,Burnley,Bolton,1.2,0.8,1.2,1.8,0.2,0.0,0.2,0.6,0.2,0.0,0.2,0.4,0.4,0.6,1.4,0.6,5.2,5.6,5.6,7.8,4.0,7.6,5.4,4.6,12.0,13.6,11.8,12.4,17.4,13.0,16.6,12.4,3.4,6.4,2.4,5.8,3.0,6.6,3.2,9.4,1.2,2.0,1.4,1.4,2.4,1.0,1.2,1.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.2,0.6,2.0
2000-12-26,Barnsley,Burnley,0.6,1.0,0.2,0.8,0.4,0.4,0.0,0.2,0.0,0.4,0.2,0.2,0.6,2.2,0.8,1.2,5.2,5.0,3.8,5.2,6.4,5.6,5.4,6.6,11.8,12.6,12.8,11.4,13.6,14.2,12.0,17.0,2.6,3.0,2.2,3.2,5.4,2.2,5.0,3.8,1.2,2.0,1.8,1.2,2.0,1.2,2.2,1.6,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,-0.2,-0.2,0.0
2000-12-26,Wolves,Preston,1.4,1.2,1.0,1.0,0.6,0.6,0.8,0.4,1.0,1.2,0.4,1.0,1.2,2.4,1.2,2.2,9.2,2.0,5.8,6.4,3.8,4.6,5.6,5.0,11.2,13.8,9.8,15.6,11.2,11.0,11.0,13.0,4.0,4.4,3.4,4.4,3.0,2.4,2.6,1.6,1.0,2.6,1.2,1.4,1.4,1.0,1.6,1.2,0.0,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,-0.4,2.0
2000-12-26,Wimbledon,Portsmouth,0.4,0.4,2.0,0.6,0.4,0.2,1.2,0.2,0.4,0.6,0.2,0.4,1.4,1.4,1.2,0.8,8.6,5.6,7.4,5.8,6.0,4.0,6.2,4.0,13.2,12.4,13.8,14.0,12.4,11.2,9.6,13.2,4.4,3.4,6.0,4.8,3.8,2.4,5.0,3.4,1.6,2.8,0.8,1.4,1.0,1.6,1.0,1.8,0.0,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,-0.2,1.0
2000-12-26,Sheffield United,West Brom,1.4,1.6,0.6,2.2,0.4,0.8,0.2,0.6,0.4,0.6,0.2,0.8,1.2,1.4,0.6,1.4,5.6,4.6,6.0,4.0,5.4,6.2,5.2,5.0,9.8,14.6,13.6,13.6,11.8,13.6,12.4,13.2,3.2,5.0,3.8,4.2,5.2,4.0,2.6,3.4,2.4,1.6,2.4,1.0,2.6,1.8,1.6,2.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.4,0.0,0.4,0.0
2000-12-26,Nott'm Forest,Crewe,1.8,0.8,0.6,1.0,0.8,0.6,0.2,0.8,0.4,1.0,0.6,0.6,1.2,2.0,1.6,2.0,7.8,3.2,5.4,2.6,4.8,5.0,5.4,4.4,9.2,10.0,10.8,9.6,9.4,9.8,7.0,13.0,3.6,3.6,2.0,3.0,1.6,3.2,2.2,2.0,1.4,1.6,1.0,0.6,1.6,0.2,0.4,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.2,-0.6,-0.4,0.0
2000-12-26,QPR,Norwich,1.2,0.4,1.0,0.4,1.0,0.2,0.6,0.2,0.6,0.6,1.0,0.6,1.2,2.0,1.4,1.2,5.8,4.2,4.6,7.0,5.6,7.6,7.6,4.8,9.8,14.2,10.2,13.8,9.4,16.2,13.4,15.0,2.4,4.2,2.0,5.0,2.0,4.0,3.2,4.4,2.0,2.0,1.0,2.4,1.6,1.2,0.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,2.0
2000-12-26,Grimsby,Stockport,2.0,1.8,1.6,2.0,0.4,1.0,0.6,0.8,0.4,0.4,0.8,0.8,0.6,1.6,1.4,1.6,6.0,3.8,5.8,5.8,5.8,8.6,9.0,5.2,12.0,13.2,9.6,12.2,13.6,8.0,14.2,11.6,3.2,2.6,4.0,2.4,3.0,9.0,5.2,8.2,1.0,2.4,1.2,1.8,2.0,1.0,1.4,1.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.2,1.0
2000-12-26,Gillingham,Crystal Palace,1.2,2.0,1.8,1.8,0.8,1.0,1.2,0.2,0.4,0.8,0.4,1.0,1.2,2.0,1.2,1.4,5.8,3.6,3.8,5.0,4.8,7.2,5.6,3.6,10.6,13.0,13.0,10.0,11.6,12.2,13.4,8.2,4.4,3.8,4.2,3.6,4.2,3.4,4.4,7.0,0.4,1.6,1.4,1.4,1.2,1.6,2.2,1.4,0.0,0.2,0.2,0.4,0.2,0.0,0.4,0.0,0.0,0.2,0.0
